,date,open,high,low,close,volume,oi,SUPERT_6_0.2,SUPERTd_6_0.2,SUPERTl_6_0.2,SUPERTs_6_0.2
0,2021-05-17 09:15:00+05:30,1640.65,1642.0,1551.0,1551.0,1100,23900,0.0,1,,
1,2021-05-17 09:20:00+05:30,1551.0,1552.1,1512.65,1525.45,375,23725,,1,,
2,2021-05-17 09:25:00+05:30,1525.45,1525.45,1468.2,1485.0,2775,23625,,1,,
3,2021-05-17 09:30:00+05:30,1485.0,1485.0,1356.5,1362.75,4375,23525,,1,,
4,2021-05-17 09:35:00+05:30,1362.75,1378.85,1350.0,1370.55,2025,23650,,1,,
5,2021-05-17 09:40:00+05:30,1370.55,1370.55,1305.0,1325.0,1025,22575,1324.3658137024267,1,1324.3658137024267,
6,2021-05-17 09:45:00+05:30,1325.0,1335.0,1285.4,1335.0,1700,22875,1324.3658137024267,1,1324.3658137024267,
7,2021-05-17 09:50:00+05:30,1335.0,1346.5,1320.25,1320.25,1025,22775,1344.380750311678,-1,,1344.380750311678
8,2021-05-17 09:55:00+05:30,1320.25,1340.0,1318.2,1340.0,225,22475,1338.7318551785688,-1,,1338.7318551785688
9,2021-05-17 10:00:00+05:30,1340.0,1340.0,1220.0,1220.0,875,22650,1292.4877964403188,-1,,1292.4877964403188
10,2021-05-17 10:05:00+05:30,1220.0,1229.65,1175.0,1178.45,4725,22400,1214.5127858837568,-1,,1214.5127858837568
11,2021-05-17 10:10:00+05:30,1178.45,1200.0,1150.0,1150.0,725,24250,1186.777092958489,-1,,1186.777092958489
12,2021-05-17 10:15:00+05:30,1150.0,1172.5,1125.05,1131.3,1100,24325,1160.131610916006,-1,,1160.131610916006
13,2021-05-17 10:20:00+05:30,1131.3,1176.35,1125.0,1165.45,3525,24500,1139.5147877185025,1,1139.5147877185025,
14,2021-05-17 10:25:00+05:30,1165.45,1169.0,1149.75,1154.1,475,24450,1149.5177241345266,1,1149.5177241345266,
15,2021-05-17 10:30:00+05:30,1154.1,1177.8,1147.4,1172.9,1025,24675,1153.4082679761532,1,1153.4082679761532,
16,2021-05-17 10:35:00+05:30,1172.9,1172.9,1140.0,1145.0,450,24625,1165.1858974083054,-1,,1165.1858974083054
17,2021-05-17 10:40:00+05:30,1130.0,1145.0,1070.0,1092.4,2750,24625,1117.3206592877493,-1,,1117.3206592877493
18,2021-05-17 10:45:00+05:30,1092.4,1119.35,1086.0,1094.8,1650,24750,1111.9535819163982,-1,,1111.9535819163982
19,2021-05-17 10:50:00+05:30,1094.8,1114.75,1074.75,1114.75,1875,25175,1085.6902223724003,1,1085.6902223724003,
20,2021-05-17 10:55:00+05:30,1114.75,1139.0,1105.0,1139.0,975,25325,1113.325220571626,1,1113.325220571626,
21,2021-05-17 11:00:00+05:30,1139.0,1150.1,1100.0,1100.05,1250,25025,1133.9531189827476,-1,,1133.9531189827476
22,2021-05-17 11:05:00+05:30,1100.05,1106.45,1060.0,1060.0,1100,25400,1092.193587393914,-1,,1092.193587393914
23,2021-05-17 11:10:00+05:30,1060.0,1110.35,1060.0,1101.85,400,25575,1076.0205052888425,1,1076.0205052888425,
24,2021-05-17 11:15:00+05:30,1101.85,1101.85,1040.05,1061.0,2725,25825,1080.6444052567624,-1,,1080.6444052567624
25,2021-05-17 11:20:00+05:30,1061.0,1075.8,1028.7,1036.7,1750,26425,1061.8982680155852,-1,,1061.8982680155852
26,2021-05-17 11:25:00+05:30,1036.7,1045.0,1020.0,1030.0,1525,26475,1041.3678757512957,-1,,1041.3678757512957
27,2021-05-17 11:30:00+05:30,1039.1,1053.85,998.0,1005.6,4225,27500,1035.1789049013275,-1,,1035.1789049013275
28,2021-05-17 11:35:00+05:30,1005.6,1010.6,973.6,1005.0,1925,27850,1001.0433508181427,-1,,1001.0433508181427
29,2021-05-17 11:40:00+05:30,1005.0,1024.1,997.2,1019.75,900,27825,1002.3030534692899,1,1002.3030534692899,
30,2021-05-17 11:45:00+05:30,1019.75,1025.0,960.95,969.55,3875,28050,1002.0684093079626,-1,,1002.0684093079626
31,2021-05-17 11:50:00+05:30,969.55,977.6,951.1,970.0,3325,28725,972.8093193931537,-1,,972.8093193931537
32,2021-05-17 11:55:00+05:30,970.0,991.75,970.0,979.15,2000,29575,973.1022409493662,1,973.1022409493662,
33,2021-05-17 12:00:00+05:30,979.15,989.2,970.0,985.0,1350,30300,973.1022409493662,1,973.1022409493662,
34,2021-05-17 12:05:00+05:30,985.0,987.0,954.35,954.35,750,30250,977.6931384363606,-1,,977.6931384363606
35,2021-05-17 12:10:00+05:30,952.35,968.25,937.15,960.0,2100,29950,959.5849274253459,-1,,959.5849274253459
36,2021-05-17 12:15:00+05:30,960.0,969.0,943.75,944.2,3325,30550,962.9537462127098,-1,,962.9537462127098
37,2021-05-17 12:20:00+05:30,944.2,970.0,944.2,963.85,1350,33000,950.7579433846415,1,950.7579433846415,
